escuela,region,distrito,total_matricula,curso,nivel,pct_estudiantes
SUPERIOR VOCACIONAL NUEVA,CAGUAS,BARRANQUITAS,257,espa,avanzado,9.21
SUPERIOR VOCACIONAL NUEVA,PONCE,SANTA ISABEL,372,espa,avanzado,12.9
SUSANA RIVERA,PONCE,SANTA ISABEL,433,espa,avanzado,36.7
TELESFORO VELEZ OLIVER,PONCE,UTUADO,116,espa,avanzado,25
TEODOMIRO TABOAS,ARECIBO,MANATI,218,espa,avanzado,43.84
TEODORO AGUILAR MORA,HUMACAO,YABUCOA,552,espa,avanzado,4.08
TERESA PRESTAMO,ARECIBO,VEGA ALTA,91,espa,avanzado,18.57
THEODORE ROSEVELT,MAYAGUEZ,MAYAGUEZ,252,espa,avanzado,21.26
TIMOTEO DELGADO,ARECIBO,ARECIBO,326,espa,avanzado,20.31
TOMAS C ONGAY,BAYAMON,BAYAMON,742,espa,avanzado,21.62
TOMAS CARRION MADURO,PONCE,PONCE,244,espa,avanzado,16.26
TOMAS CARRION MADURO,SAN JUAN,SAN JUAN I,91,espa,avanzado,20.93
TOMAS MASO RIVERA  MORALES,BAYAMON,TOA BAJA,343,espa,avanzado,23.64
TOMAS VERA  AYALA,MAYAGUEZ,SAN SEBASTIAN,150,espa,avanzado,68.89
TOMAS VERA AYALA,HUMACAO,YABUCOA,60,espa,avanzado,3.03
TRINA PADILLA DE SANZ,ARECIBO,ARECIBO,583,espa,avanzado,8.25
TRINA PADILLA DE SANZ,SAN JUAN,SAN JUAN I,412,espa,avanzado,10.43
TROQUELERIA Y HERRAMENTAJE,BAYAMON,BAYAMON,NA,espa,avanzado,NA
TULIO LARRINAGA,SAN JUAN,GUAYNABO,205,espa,avanzado,34.19
UNIVERSITY GARDENS,SAN JUAN,SAN JUAN I,611,espa,avanzado,79.61
VENUS GARDENS,SAN JUAN,SAN JUAN II,529,espa,avanzado,24.7
VICENTE ACEVEDO BALLESTER,ARECIBO,MANATI,331,espa,avanzado,27.54
VICENTE PALES ANES,CAGUAS,GUAYAMA,129,espa,avanzado,9.23
VICTOR PARES COLLAZO,SAN JUAN,SAN JUAN I,77,espa,avanzado,11.54
VICTOR ROJAS I,ARECIBO,ARECIBO,86,espa,avanzado,35.71
VICTOR ROJAS II,ARECIBO,ARECIBO,205,espa,avanzado,79.84
VICTORIA SANTIAGO,CAGUAS,GUAYAMA,93,espa,avanzado,41.94
VILLA  CAPRI,SAN JUAN,SAN JUAN II,318,espa,avanzado,83.46
VILLA GRANADA,SAN JUAN,SAN JUAN II,405,espa,avanzado,12.42
VILLA MARINA,CAGUAS,GURABO,280,espa,avanzado,25.93
VIOLANTA JIMENEZ,BAYAMON,TOA BAJA,333,espa,avanzado,64.38
VIRGILIO DAVILA,BAYAMON,BAYAMON,293,espa,avanzado,16.34
VIRGINIA VAZQUEZ MENDOZA,CAGUAS,CIDRA,175,espa,avanzado,38.94
VISITACION PAGAN,BAYAMON,OROCOVIS,258,espa,avanzado,44.34
VOCACIONAL AGRICOLA SOLLER,ARECIBO,CAMUY,NA,espa,avanzado,NA
WALTER MC JONES,PONCE,SANTA ISABEL,357,espa,avanzado,72.38
WASHINGTON I,CAGUAS,GUAYAMA,281,espa,avanzado,25
WEBSTER,PONCE,YAUCO,252,espa,avanzado,77.27
WILFREDO LAFUENTE ORTIZ,HUMACAO,YABUCOA,298,espa,avanzado,11.17
WILLIAM D BOYCE,SAN JUAN,SAN JUAN I,383,espa,avanzado,7.67
WOODROW WILSON,CAGUAS,GUAYAMA,105,espa,avanzado,35.29
HECTOR HERNANDEZ ARANA,ARECIBO,CAMUY,NA,espa,avanzado,NA
ANGEL RAFAEL DIAZ COLON,BAYAMON,OROCOVIS,NA,espa,avanzado,NA
MIGUEL MELENDEZ MUNOZ,CAGUAS,CIDRA,NA,espa,avanzado,NA
ERNESTO VICENTE CARATTINI,CAGUAS,CIDRA,NA,espa,avanzado,NA
VIOLETA REYES PEREZ,CAGUAS,CIDRA,NA,espa,avanzado,NA
DON LUIS MUNOZ MARIN,HUMACAO,FAJARDO,NA,espa,avanzado,NA
SU CONCHITA IGUARTUA DE SUAREZ,MAYAGUEZ,AGUADILLA,NA,espa,avanzado,NA
DR SILVERIO MEDINA GAUD,MAYAGUEZ,MAYAGUEZ,NA,espa,avanzado,NA
EMILIO SCHARON RODRIGUEZ,MAYAGUEZ,SAN SEBASTIAN,NA,espa,avanzado,NA
ROMAN COLON CORREA,PONCE,SANTA ISABEL,NA,espa,avanzado,NA
GLORIA MARIA BORRERO OLIVERAS,PONCE,YAUCO,NA,espa,avanzado,NA
CARLOS RIVERA UFRET,HUMACAO,LAS PIEDRAS,263,espa,avanzado,5.7
INES MARIA  MENDOZA,MAYAGUEZ,CABO ROJO,569,espa,avanzado,14.2
